Id,Altitude,Azimuthal_angle,Incline,H_dist_Hydro,V_dist_Hydro,H_dist_Road,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,H_dist_Fire,Wilderness_Area_A,Wilderness_Area_B,Wilderness_Area_C,Wilderness_Area_D,Soil,label
10370,622,208,288,152,305,140,940,791,334,207,0,0,1,0,Soil_Type_33,-1
10371,372,197,167,219,203,149,916,857,452,30,1,0,0,0,Soil_Type_22,-1
10372,577,208,106,494,456,764,897,897,523,737,1,0,0,0,Soil_Type_12,-1
10373,661,364,76,21,218,756,901,932,558,409,1,0,0,0,Soil_Type_23,-1
10374,702,944,91,182,235,238,814,909,641,162,0,0,1,0,Soil_Type_31,-1
10375,473,877,303,21,237,631,637,857,763,48,1,0,0,0,Soil_Type_23,1
10376,622,966,151,86,234,772,791,877,633,153,1,0,0,0,Soil_Type_20,-1
10377,550,844,76,240,303,555,806,932,673,748,1,0,0,0,Soil_Type_12,-1
10378,541,325,121,195,259,514,920,916,515,593,1,0,0,0,Soil_Type_12,-1
10379,552,855,394,328,272,278,547,838,822,178,0,0,1,0,Soil_Type_33,-1
10380,595,358,288,89,244,477,971,885,385,802,1,0,0,0,Soil_Type_1,-1
10381,188,988,500,122,318,118,586,641,543,155,0,0,0,1,Soil_Type_10,-1
10382,671,203,167,198,261,659,916,857,452,212,1,0,0,0,Soil_Type_1,-1
10383,633,660,318,130,250,148,696,991,818,212,1,0,0,0,Soil_Type_1,-1
10384,380,67,272,61,223,183,814,783,484,265,0,0,1,0,Soil_Type_11,-1
10385,548,225,212,61,243,59,936,842,409,214,0,0,1,0,Soil_Type_32,1
10386,583,533,409,116,288,122,814,979,633,140,0,0,1,0,Soil_Type_1,-1
10387,716,866,272,163,311,299,665,881,763,292,0,1,0,0,Soil_Type_33,-1
10388,675,561,167,319,342,833,846,983,661,443,1,0,0,0,Soil_Type_1,-1
10389,451,722,257,86,262,32,700,971,814,314,0,0,1,0,Soil_Type_10,-1
10390,424,494,242,64,208,227,889,975,586,176,0,0,1,0,Soil_Type_4,-1
10391,611,846,318,370,444,751,614,877,806,118,1,0,0,0,Soil_Type_1,1
10392,535,244,363,107,301,783,971,755,236,135,1,0,0,0,Soil_Type_1,-1
10393,496,702,424,167,263,148,570,964,901,21,0,0,1,0,Soil_Type_1,-1
10394,344,533,272,240,303,120,846,987,641,144,0,0,1,0,Soil_Type_2,1
10395,546,136,242,0,223,48,885,806,433,50,0,0,1,0,Soil_Type_33,-1
10396,126,880,469,107,316,27,488,771,802,105,0,0,0,1,Soil_Type_10,1
10397,388,228,151,258,178,149,920,873,468,67,1,0,0,0,Soil_Type_23,-1
10398,453,31,197,89,248,94,810,838,562,327,0,0,1,0,Soil_Type_11,-1
10399,656,949,45,107,234,699,838,924,625,366,1,0,0,0,Soil_Type_23,-1
10400,581,278,182,327,266,172,940,881,444,273,0,0,1,0,Soil_Type_23,1
10401,486,871,333,219,381,165,617,853,779,344,0,0,1,0,Soil_Type_33,-1
10402,547,738,167,30,230,55,755,964,755,137,0,1,0,0,Soil_Type_22,-1
10403,453,921,121,61,241,126,791,905,661,293,0,0,1,0,Soil_Type_11,-1
10404,540,558,212,184,274,793,838,991,669,653,1,0,0,0,Soil_Type_1,-1
10405,398,94,242,173,294,173,850,798,464,311,1,0,0,0,Soil_Type_1,-1
10406,553,272,197,91,249,197,944,873,433,290,1,0,0,0,Soil_Type_22,-1
10407,645,58,212,125,267,43,826,826,527,311,0,1,0,0,Soil_Type_23,1
10408,589,69,151,30,231,136,846,861,551,222,0,1,0,0,Soil_Type_22,1
10409,657,230,257,137,266,149,948,818,358,224,1,0,0,0,Soil_Type_1,-1
10410,474,233,197,211,298,253,936,857,425,97,0,0,1,0,Soil_Type_31,-1
10411,521,905,288,183,323,235,661,846,724,366,0,0,1,0,Soil_Type_33,-1
10412,757,450,394,215,409,537,920,928,452,422,0,0,1,0,Soil_Type_39,-1
10413,651,635,212,236,290,27,783,991,739,431,0,0,1,0,Soil_Type_23,-1
10414,663,980,197,410,453,345,771,850,617,377,0,0,1,0,Soil_Type_24,-1
10415,562,924,242,352,338,141,712,853,688,232,0,0,1,0,Soil_Type_33,-1
10416,652,125,136,150,210,696,877,865,515,311,1,0,0,0,Soil_Type_22,1
10417,353,125,136,144,247,160,877,865,519,684,1,0,0,0,Soil_Type_1,-1
10418,509,935,197,307,489,156,747,869,669,92,0,0,1,0,Soil_Type_32,-1
10419,441,469,424,167,351,229,901,936,480,179,0,0,1,0,Soil_Type_1,-1
10420,684,785,136,195,276,417,763,948,732,100,0,0,1,0,Soil_Type_32,1
10421,480,347,151,0,223,366,928,916,500,292,1,0,0,0,Soil_Type_23,-1
10422,548,75,197,257,330,477,842,830,511,328,0,0,1,0,Soil_Type_32,1
10423,566,916,257,48,239,690,696,850,700,152,1,0,0,0,Soil_Type_1,-1
10424,502,905,212,626,395,17,720,877,704,201,0,0,1,0,Soil_Type_10,-1
10425,680,219,61,349,327,330,881,916,566,68,0,0,1,0,Soil_Type_23,-1
10426,477,272,197,107,254,27,948,869,421,17,1,0,0,0,Soil_Type_22,-1
10427,606,117,257,303,310,139,865,783,429,163,0,0,1,0,Soil_Type_32,-1
10428,283,228,197,125,259,85,936,850,421,145,0,0,1,0,Soil_Type_4,1
10429,572,17,151,91,218,341,818,873,590,171,1,0,0,0,Soil_Type_1,-1
10430,711,957,76,499,342,94,830,912,629,107,0,0,1,0,Soil_Type_32,-1
10431,59,322,454,125,308,25,999,771,181,84,0,0,0,1,Soil_Type_3,1
10432,554,902,378,232,367,838,590,802,743,666,1,0,0,0,Soil_Type_24,-1
10433,612,905,136,198,249,76,783,909,673,212,0,0,1,0,Soil_Type_23,-1
10434,578,291,272,48,235,699,975,846,350,387,1,0,0,0,Soil_Type_1,-1
10435,743,502,227,107,261,525,881,975,602,267,0,0,1,0,Soil_Type_32,-1
10436,561,89,151,310,305,712,857,857,527,787,1,0,0,0,Soil_Type_20,1
10437,535,294,348,365,418,103,987,810,279,186,1,0,0,0,Soil_Type_1,-1
10438,168,6,409,195,368,164,676,696,527,73,0,0,0,1,Soil_Type_10,1
10439,172,430,61,0,223,182,881,944,590,95,0,0,0,1,Soil_Type_1,-1
10440,533,605,91,30,232,731,842,968,661,460,1,0,0,0,Soil_Type_23,-1
10441,449,147,257,215,204,249,893,798,409,323,1,0,0,0,Soil_Type_12,-1
10442,648,591,272,387,312,467,791,999,720,263,0,0,1,0,Soil_Type_33,-1
10443,371,97,151,91,223,75,861,861,531,852,1,0,0,0,Soil_Type_1,-1
10444,407,14,303,30,235,227,751,775,551,264,0,0,1,0,Soil_Type_10,-1
10445,712,0,0,364,256,842,857,932,614,86,1,0,0,0,Soil_Type_22,1
10446,627,538,197,441,299,853,857,983,645,256,1,0,0,0,Soil_Type_1,-1
10447,487,241,439,129,134,48,975,700,153,339,1,0,0,0,Soil_Type_1,-1
10448,586,200,15,0,223,388,861,932,606,397,1,0,0,0,Soil_Type_23,-1
10449,488,716,227,48,239,341,724,975,791,317,0,0,1,0,Soil_Type_1,-1
10450,620,977,182,129,249,263,783,865,621,136,0,0,1,0,Soil_Type_23,-1
10451,666,866,91,86,234,40,802,928,669,161,0,1,0,0,Soil_Type_23,-1
10452,595,957,76,365,332,359,822,909,629,160,0,0,1,0,Soil_Type_32,-1
10453,700,358,575,195,355,169,983,735,106,133,0,0,1,0,Soil_Type_39,-1
10454,443,616,515,61,292,293,617,971,810,134,0,0,1,0,Soil_Type_1,-1
10455,747,816,182,317,372,462,732,932,751,465,0,0,1,0,Soil_Type_32,-1
10456,371,222,106,21,221,226,905,897,515,146,0,0,1,0,Soil_Type_2,1
10457,471,194,409,43,191,292,932,688,201,240,0,0,1,0,Soil_Type_1,-1
10458,521,944,318,154,287,241,673,802,665,375,0,0,1,0,Soil_Type_33,1
10459,513,749,0,198,276,184,853,936,621,297,0,0,1,0,Soil_Type_34,-1
10460,550,882,91,251,394,700,806,924,665,690,1,0,0,0,Soil_Type_1,-1
10461,449,599,545,182,199,345,629,968,779,234,0,0,1,0,Soil_Type_1,-1
10462,282,6,136,380,327,116,818,881,602,184,0,0,0,1,Soil_Type_10,1
10463,679,694,182,292,239,72,755,979,763,257,0,1,0,0,Soil_Type_23,1
10464,710,594,378,107,248,331,735,999,751,90,0,0,1,0,Soil_Type_39,-1
10465,685,791,167,109,226,641,747,944,747,72,1,0,0,0,Soil_Type_38,-1
10466,608,719,333,61,244,101,641,968,861,220,0,0,1,0,Soil_Type_32,1
10467,479,957,45,144,248,80,842,924,625,70,1,0,0,0,Soil_Type_23,-1
10468,574,208,76,579,329,769,889,909,551,849,1,0,0,0,Soil_Type_1,-1
10469,417,960,348,89,279,251,665,775,637,226,1,0,0,0,Soil_Type_1,-1
10470,689,533,151,177,283,501,861,975,637,449,1,0,0,0,Soil_Type_1,-1
10471,678,910,227,232,320,90,716,869,704,246,0,1,0,0,Soil_Type_39,-1
10472,320,821,106,441,365,128,787,936,700,50,0,0,0,1,Soil_Type_6,1
10473,628,425,30,367,268,256,873,940,602,390,0,0,1,0,Soil_Type_32,-1
10474,652,497,242,759,270,444,885,975,594,356,0,0,1,0,Soil_Type_33,-1
10475,593,957,106,21,223,507,814,905,633,254,1,0,0,0,Soil_Type_1,-1
10476,405,194,182,167,293,328,916,853,448,322,0,0,1,0,Soil_Type_10,-1
10477,665,674,15,21,223,815,850,940,629,211,1,0,0,0,Soil_Type_19,-1
10478,506,824,227,475,427,34,700,920,771,234,0,0,1,0,Soil_Type_10,-1
10479,620,169,151,64,254,737,897,865,488,118,1,0,0,0,Soil_Type_1,1
10480,180,50,182,0,223,116,830,846,551,49,0,0,0,1,Soil_Type_1,-1
10481,571,805,76,167,248,736,810,940,676,715,1,0,0,0,Soil_Type_1,-1
10482,563,39,136,64,227,706,834,873,578,671,1,0,0,0,Soil_Type_1,-1
10483,643,500,151,172,237,313,881,971,610,346,1,0,0,0,Soil_Type_1,-1
10484,764,172,257,322,374,300,912,798,385,313,0,0,1,0,Soil_Type_40,-1
10485,553,139,530,177,429,198,834,566,153,158,0,0,1,0,Soil_Type_33,-1
10486,618,0,272,150,270,47,751,802,582,167,1,0,0,0,Soil_Type_22,-1
10487,288,871,378,91,287,117,574,834,794,194,0,0,0,1,Soil_Type_10,-1
10488,463,136,136,204,256,316,881,865,507,220,1,0,0,0,Soil_Type_12,1
10489,688,694,272,271,359,234,704,983,814,316,0,0,1,0,Soil_Type_33,-1
10490,348,960,61,77,241,219,834,916,625,223,0,0,1,0,Soil_Type_2,-1
10491,536,669,121,212,292,521,802,971,712,736,1,0,0,0,Soil_Type_1,-1
10492,566,436,530,299,501,115,916,869,338,144,1,0,0,0,Soil_Type_1,-1
10493,743,142,197,154,412,408,889,830,460,62,0,0,1,0,Soil_Type_32,-1
10494,534,114,303,245,379,325,857,751,389,283,0,0,1,0,Soil_Type_33,-1
10495,705,8,76,183,223,132,842,909,610,332,1,0,0,0,Soil_Type_38,-1
10496,445,39,121,343,385,207,838,881,582,88,1,0,0,0,Soil_Type_23,-1
10497,721,913,242,468,297,475,704,861,700,496,0,0,1,0,Soil_Type_40,-1
10498,225,549,91,211,289,44,857,964,641,75,0,0,0,1,Soil_Type_4,1
10499,713,69,151,245,319,718,846,861,547,29,1,0,0,0,Soil_Type_38,-1
10500,502,92,197,279,438,132,853,830,500,134,0,0,1,0,Soil_Type_1,-1
10501,553,996,182,231,164,122,794,857,602,277,0,0,1,0,Soil_Type_32,-1
10502,678,708,106,516,423,871,798,964,708,217,1,0,0,0,Soil_Type_1,-1
10503,682,513,348,116,310,328,857,979,598,176,0,0,1,0,Soil_Type_33,-1
10504,672,882,227,563,225,215,708,889,728,159,0,0,1,0,Soil_Type_31,-1
10505,588,788,106,292,182,262,787,944,704,300,0,0,1,0,Soil_Type_31,-1
10506,710,902,121,21,232,789,791,912,669,110,1,0,0,0,Soil_Type_38,-1
10507,525,777,182,77,275,376,739,948,759,130,0,0,1,0,Soil_Type_1,-1
10508,412,78,378,21,252,203,794,696,393,369,1,0,0,0,Soil_Type_1,-1
10509,476,405,197,0,223,314,932,936,507,397,1,0,0,0,Soil_Type_1,-1
10510,569,94,76,228,240,735,861,897,574,728,1,0,0,0,Soil_Type_19,-1
10511,370,283,272,21,234,187,971,846,354,124,0,0,1,0,Soil_Type_1,-1
10512,374,17,303,68,288,102,751,775,547,230,0,0,1,0,Soil_Type_33,-1
10513,678,330,167,167,268,253,940,909,476,199,0,1,0,0,Soil_Type_23,-1
10514,503,361,242,91,258,315,960,905,433,109,0,0,1,0,Soil_Type_1,-1
10515,522,733,136,339,359,264,775,964,732,136,0,0,1,0,Soil_Type_31,-1
10516,591,355,212,21,225,119,952,909,448,34,0,0,1,0,Soil_Type_23,-1
10517,668,938,167,224,253,631,771,885,657,221,1,0,0,0,Soil_Type_1,1
10518,541,103,394,240,370,78,826,684,342,98,0,0,1,0,Soil_Type_33,-1
10519,521,441,151,109,248,464,909,952,558,294,1,0,0,0,Soil_Type_12,-1
10520,628,949,91,355,262,173,818,909,637,168,0,1,0,0,Soil_Type_23,1
10521,410,383,182,89,258,257,936,928,500,145,0,0,1,0,Soil_Type_11,-1
10522,604,536,197,107,232,826,857,983,641,360,1,0,0,0,Soil_Type_1,-1
10523,519,375,182,61,237,89,940,924,488,357,1,0,0,0,Soil_Type_22,-1
10524,629,214,197,116,266,264,928,850,433,384,1,0,0,0,Soil_Type_1,-1
10525,666,22,242,240,232,226,783,806,555,110,0,1,0,0,Soil_Type_32,-1
10526,390,966,151,137,308,165,791,877,633,118,1,0,0,0,Soil_Type_1,-1
10527,626,860,333,231,354,381,606,861,794,350,0,0,1,0,Soil_Type_24,1
10528,502,808,136,86,201,229,763,940,724,199,0,0,1,0,Soil_Type_23,-1
10529,481,605,288,231,192,216,767,999,747,125,0,0,1,0,Soil_Type_1,-1
10530,311,350,363,21,223,180,991,846,299,75,0,0,1,0,Soil_Type_4,1
10531,729,86,197,242,281,149,850,826,503,84,0,1,0,0,Soil_Type_32,1
10532,573,203,500,43,190,74,932,621,98,196,1,0,0,0,Soil_Type_1,-1
10533,347,946,303,198,351,84,684,810,665,53,0,0,1,0,Soil_Type_10,-1
10534,511,824,394,68,274,366,547,873,857,123,0,0,1,0,Soil_Type_1,-1
10535,483,985,318,43,239,369,716,783,594,262,1,0,0,0,Soil_Type_1,-1
10536,487,322,212,289,358,448,956,889,425,389,1,0,0,0,Soil_Type_12,-1
10537,684,882,91,182,285,621,806,924,665,413,1,0,0,0,Soil_Type_22,-1
10538,661,180,469,193,379,224,912,641,161,352,0,0,1,0,Soil_Type_33,-1
10539,376,167,182,303,325,145,901,846,464,517,1,0,0,0,Soil_Type_1,-1
10540,547,203,227,0,223,131,928,830,405,186,0,0,1,0,Soil_Type_20,-1
10541,444,508,363,251,413,244,861,971,582,183,0,0,1,0,Soil_Type_4,1
10542,577,655,151,547,370,829,794,979,724,741,1,0,0,0,Soil_Type_1,-1
10543,640,178,182,236,252,405,909,846,448,138,0,0,1,0,Soil_Type_24,-1
10544,503,361,227,195,306,427,960,905,437,310,1,0,0,0,Soil_Type_1,-1
10545,732,741,151,144,305,348,759,960,747,491,0,1,0,0,Soil_Type_33,-1
10546,502,411,303,156,301,302,952,920,437,172,0,0,1,0,Soil_Type_1,1
10547,755,524,182,463,435,206,865,979,629,247,0,0,1,0,Soil_Type_32,-1
10548,656,31,227,89,261,570,794,818,551,287,0,0,1,0,Soil_Type_24,-1
10549,641,444,303,441,346,810,928,944,492,197,1,0,0,0,Soil_Type_1,-1
10550,273,913,242,154,312,32,704,861,700,95,0,0,0,1,Soil_Type_10,1
10551,306,53,363,250,378,106,767,716,452,181,0,0,0,1,Soil_Type_10,1
10552,356,300,45,261,257,184,885,928,574,205,0,0,1,0,Soil_Type_2,-1
10553,529,710,121,173,284,153,794,964,716,261,1,0,0,0,Soil_Type_1,-1
10554,666,938,106,107,244,726,806,905,645,341,1,0,0,0,Soil_Type_22,-1
10555,731,80,227,242,376,680,838,806,488,34,1,0,0,0,Soil_Type_39,-1
10556,439,488,288,259,232,327,889,971,566,321,0,0,1,0,Soil_Type_4,1
10557,456,905,288,130,266,285,669,850,724,80,0,0,1,0,Soil_Type_33,-1
10558,768,968,151,322,297,212,794,877,629,173,0,0,1,0,Soil_Type_38,-1
10559,700,97,227,412,478,157,853,806,468,51,1,0,0,0,Soil_Type_22,-1
10560,546,938,257,30,236,199,716,842,673,332,0,0,1,0,Soil_Type_33,-1
10561,670,253,288,125,281,556,968,810,319,201,1,0,0,0,Soil_Type_22,-1
10562,793,22,197,365,485,151,806,846,574,212,0,1,0,0,Soil_Type_40,1
10563,364,402,197,89,262,164,936,932,500,68,1,0,0,0,Soil_Type_1,1
10564,703,658,272,107,271,319,732,995,791,415,1,0,0,0,Soil_Type_1,-1
10565,490,275,439,136,268,379,991,732,157,146,0,0,1,0,Soil_Type_10,-1
10566,546,294,121,198,266,688,916,909,511,787,1,0,0,0,Soil_Type_12,-1
10567,214,749,424,286,416,93,535,928,912,218,0,0,0,1,Soil_Type_10,1
10568,569,433,91,61,221,746,893,948,582,276,1,0,0,0,Soil_Type_23,-1
10569,458,108,242,43,222,350,861,802,456,551,1,0,0,0,Soil_Type_12,-1
10570,620,89,45,0,223,583,861,912,590,187,1,0,0,0,Soil_Type_22,-1
10571,545,67,151,91,231,331,846,857,551,277,0,0,1,0,Soil_Type_22,-1
10572,583,336,45,0,223,168,881,932,582,344,1,0,0,0,Soil_Type_1,-1
10573,466,269,121,215,212,148,916,901,507,367,1,0,0,0,Soil_Type_1,-1
10574,681,266,318,21,236,369,975,802,291,373,1,0,0,0,Soil_Type_1,-1
10575,307,125,91,279,419,55,873,889,547,56,0,0,0,1,Soil_Type_2,1
10576,555,780,151,611,452,141,763,948,735,324,0,0,1,0,Soil_Type_32,-1
10577,380,228,136,68,243,237,916,885,488,130,0,0,1,0,Soil_Type_2,1
10578,528,64,212,365,378,424,830,822,519,169,0,0,1,0,Soil_Type_32,-1
10579,599,94,151,154,232,194,861,857,527,251,0,0,1,0,Soil_Type_32,-1
10580,549,6,348,173,310,246,712,739,547,150,1,0,0,0,Soil_Type_1,1
10581,632,364,242,279,351,473,960,905,429,406,1,0,0,0,Soil_Type_1,-1
10582,681,200,76,192,252,835,889,905,543,88,1,0,0,0,Soil_Type_23,-1
10583,663,283,272,77,253,212,971,846,354,352,1,0,0,0,Soil_Type_22,-1
10584,540,694,197,275,274,766,751,979,771,618,1,0,0,0,Soil_Type_1,-1
10585,548,819,151,607,123,194,755,932,728,266,0,0,1,0,Soil_Type_31,-1
10586,609,222,121,0,223,974,909,885,500,374,1,0,0,0,Soil_Type_20,-1
10587,623,0,272,516,355,559,747,798,578,355,1,0,0,0,Soil_Type_1,-1
10588,720,946,242,550,435,93,728,846,661,311,0,0,1,0,Soil_Type_32,-1
10589,641,167,257,116,261,533,909,798,393,437,1,0,0,0,Soil_Type_1,-1
10590,527,80,182,407,381,397,850,838,515,461,1,0,0,0,Soil_Type_1,-1
10591,545,278,333,182,329,316,983,806,287,241,0,0,1,0,Soil_Type_31,-1
10592,687,799,197,355,298,97,724,936,763,103,0,1,0,0,Soil_Type_23,-1
10593,510,100,439,64,230,27,806,645,311,129,1,0,0,0,Soil_Type_1,-1
10594,644,3,242,136,270,441,763,814,582,332,0,0,1,0,Soil_Type_31,-1
10595,709,391,288,328,347,235,960,912,429,171,0,1,0,0,Soil_Type_33,-1
10596,380,561,167,61,218,168,846,983,665,121,0,0,1,0,Soil_Type_1,1
10597,635,125,45,536,320,277,865,912,582,358,0,0,1,0,Soil_Type_32,-1
10598,547,289,288,152,333,110,979,834,326,255,0,0,1,0,Soil_Type_33,-1
10599,503,233,272,21,234,761,952,814,346,99,1,0,0,0,Soil_Type_1,-1
10600,657,993,242,279,399,497,755,818,594,238,0,0,1,0,Soil_Type_31,-1
10601,356,183,121,202,208,173,897,885,515,173,0,0,1,0,Soil_Type_2,1
10602,704,17,106,413,377,131,834,889,598,294,1,0,0,0,Soil_Type_23,-1
10603,391,444,91,43,217,182,893,948,582,223,0,0,1,0,Soil_Type_11,-1
10604,528,830,409,61,259,98,527,857,861,364,1,0,0,0,Soil_Type_1,-1
10605,711,699,167,448,425,517,771,975,747,287,0,0,1,0,Soil_Type_33,-1
10606,595,17,469,305,390,376,657,649,480,207,0,0,1,0,Soil_Type_33,-1
10607,541,111,212,215,223,573,865,818,472,662,1,0,0,0,Soil_Type_1,-1
10608,697,574,333,258,363,170,783,999,712,619,0,1,0,0,Soil_Type_32,-1
10609,531,50,272,245,383,657,794,779,503,704,1,0,0,0,Soil_Type_12,-1
10610,733,33,151,77,230,311,826,861,574,279,0,0,1,0,Soil_Type_38,-1
10611,623,802,136,96,257,161,771,940,720,225,0,1,0,0,Soil_Type_24,-1
10612,549,194,212,144,249,569,920,830,413,288,1,0,0,0,Soil_Type_12,-1
10613,545,475,363,808,423,367,897,956,519,180,0,0,1,0,Soil_Type_1,-1
10614,629,125,257,386,150,178,873,787,417,142,1,0,0,0,Soil_Type_1,-1
10615,379,899,378,163,350,140,582,802,751,77,0,0,1,0,Soil_Type_33,-1
10616,594,69,182,77,249,404,838,838,527,171,0,0,1,0,Soil_Type_31,-1
10617,603,968,151,21,232,371,794,881,629,87,0,0,1,0,Soil_Type_23,-1
10618,619,882,197,152,288,95,735,897,716,146,0,1,0,0,Soil_Type_22,1
10619,642,849,227,265,248,530,700,909,755,206,0,0,1,0,Soil_Type_22,-1
10620,617,122,333,515,266,208,861,728,354,305,0,0,1,0,Soil_Type_33,-1
10621,566,125,212,77,239,171,877,822,460,308,0,0,1,0,Soil_Type_32,-1
10622,587,300,30,777,528,392,869,932,594,164,0,0,1,0,Soil_Type_34,-1
10623,611,538,151,261,301,203,861,975,641,109,0,0,1,0,Soil_Type_1,-1
10624,618,125,227,0,223,659,877,806,0,230,1,0,0,0,Soil_Type_23,-1
10625,521,985,167,107,276,121,794,869,614,86,0,0,1,0,Soil_Type_31,-1
10626,545,475,378,109,292,221,897,952,511,269,0,0,1,0,Soil_Type_1,-1
10627,728,749,61,533,312,120,826,948,669,153,0,1,0,0,Soil_Type_23,-1
10628,655,100,212,349,320,63,857,814,480,220,1,0,0,0,Soil_Type_22,-1
10629,618,280,76,61,227,569,897,916,547,182,1,0,0,0,Soil_Type_23,-1
10630,655,500,212,198,283,340,885,975,602,133,0,0,1,0,Soil_Type_32,-1
10631,152,941,500,77,284,169,523,684,661,147,0,0,0,1,Soil_Type_10,1
10632,424,980,257,89,266,298,743,818,614,277,1,0,0,0,Soil_Type_1,-1
10633,341,80,333,68,231,368,814,735,425,105,0,0,1,0,Soil_Type_10,-1
10634,442,255,197,257,370,121,944,865,429,133,0,0,1,0,Soil_Type_33,-1
10635,556,416,136,380,232,665,916,944,543,734,1,0,0,0,Soil_Type_12,-1
10636,576,167,136,287,270,439,897,869,496,825,1,0,0,0,Soil_Type_1,-1
10637,636,849,212,177,296,415,704,909,755,178,0,0,1,0,Soil_Type_32,-1
10638,538,325,151,30,228,507,932,909,492,376,1,0,0,0,Soil_Type_23,-1
10639,534,877,242,77,263,478,688,881,743,220,1,0,0,0,Soil_Type_1,-1
10640,541,366,182,215,248,584,944,916,476,614,1,0,0,0,Soil_Type_12,-1
10641,365,194,227,64,190,138,924,826,405,133,1,0,0,0,Soil_Type_1,-1
10642,550,289,136,228,253,626,928,901,488,562,1,0,0,0,Soil_Type_1,1
10643,657,483,106,107,256,677,885,960,602,188,1,0,0,0,Soil_Type_1,-1
10644,488,988,182,122,225,95,787,857,610,166,0,0,1,0,Soil_Type_32,-1
10645,684,794,91,645,292,579,798,944,692,345,1,0,0,0,Soil_Type_23,-1
10646,670,749,15,219,261,839,846,940,633,259,1,0,0,0,Soil_Type_22,-1
10647,486,92,151,43,235,372,857,861,535,369,1,0,0,0,Soil_Type_1,-1
10648,477,322,197,137,296,147,952,893,437,63,0,0,1,0,Soil_Type_32,-1
10649,565,566,242,129,253,640,826,995,684,252,1,0,0,0,Soil_Type_1,-1
10650,574,92,151,21,232,475,857,857,531,113,0,0,1,0,Soil_Type_20,-1
10651,585,985,45,91,223,186,846,920,617,381,1,0,0,0,Soil_Type_23,-1
10652,334,888,212,129,278,54,720,889,716,98,0,0,0,1,Soil_Type_10,-1
10653,623,774,136,107,252,164,771,948,724,221,0,1,0,0,Soil_Type_24,1
10654,267,697,409,251,306,98,590,968,889,98,0,0,0,1,Soil_Type_1,1
10655,648,691,288,202,284,801,696,983,818,424,1,0,0,0,Soil_Type_22,-1
10656,576,275,151,522,501,182,932,889,468,119,1,0,0,0,Soil_Type_1,-1
10657,350,544,348,89,290,258,814,991,657,228,0,0,1,0,Soil_Type_2,1
10658,626,475,348,107,223,430,897,956,523,134,0,0,1,0,Soil_Type_33,-1
10659,774,200,318,204,346,328,940,763,299,269,0,0,1,0,Soil_Type_39,1
10660,553,411,469,198,247,68,956,865,319,214,1,0,0,0,Soil_Type_1,1
10661,554,269,348,150,234,57,983,787,256,215,1,0,0,0,Soil_Type_1,-1
10662,428,172,76,182,258,34,881,905,558,130,0,0,1,0,Soil_Type_11,-1
10663,460,946,212,107,281,345,743,857,657,69,0,0,1,0,Soil_Type_33,-1
10664,600,255,182,167,262,177,940,869,433,383,1,0,0,0,Soil_Type_1,-1
10665,182,319,484,152,383,116,999,747,142,34,0,0,0,1,Soil_Type_3,-1
10666,608,733,30,211,250,392,842,944,645,246,0,0,1,0,Soil_Type_32,-1
10667,635,308,106,240,266,769,912,916,527,105,1,0,0,0,Soil_Type_1,-1
10668,701,677,167,526,418,202,775,979,743,369,0,0,1,0,Soil_Type_31,-1
10669,747,175,30,286,279,111,869,920,590,276,0,0,1,0,Soil_Type_32,1
10670,590,863,136,245,312,334,771,920,696,161,1,0,0,0,Soil_Type_1,-1
10671,680,80,303,122,262,790,822,755,441,186,1,0,0,0,Soil_Type_1,-1
10672,287,386,288,228,343,99,964,905,417,197,0,0,0,1,Soil_Type_1,-1
10673,542,527,167,365,296,383,865,979,633,300,0,0,1,0,Soil_Type_26,-1
10674,551,53,167,601,434,383,834,850,551,90,0,0,1,0,Soil_Type_31,-1
10675,521,189,167,215,338,451,912,857,464,317,0,0,1,0,Soil_Type_32,-1
10676,627,574,242,116,236,254,818,995,692,95,0,0,1,0,Soil_Type_31,-1
10677,421,67,76,299,267,134,853,905,586,226,1,0,0,0,Soil_Type_1,-1
10678,679,150,197,64,214,196,893,830,448,222,1,0,0,0,Soil_Type_38,-1
10679,666,472,409,172,303,350,897,944,496,452,1,0,0,0,Soil_Type_1,1
10680,535,291,530,116,320,866,995,688,71,593,1,0,0,0,Soil_Type_1,-1
10681,735,308,409,251,348,296,999,791,224,188,1,0,0,0,Soil_Type_39,-1
10682,712,216,318,163,281,524,952,767,291,395,1,0,0,0,Soil_Type_39,-1
10683,447,760,530,130,361,158,417,877,956,204,0,0,1,0,Soil_Type_1,-1
10684,592,83,76,122,237,209,857,897,574,384,1,0,0,0,Soil_Type_1,1
10685,740,314,257,61,237,189,971,869,382,210,0,1,0,0,Soil_Type_38,-1
10686,632,685,182,163,285,793,763,979,755,361,1,0,0,0,Soil_Type_1,-1
10687,674,744,91,346,258,830,806,952,692,316,1,0,0,0,Soil_Type_22,-1
10688,421,341,197,192,244,161,948,905,452,285,1,0,0,0,Soil_Type_1,-1
10689,580,164,348,258,419,257,905,728,295,373,0,0,1,0,Soil_Type_33,-1
10690,473,94,212,236,308,360,853,826,492,359,1,0,0,0,Soil_Type_1,-1
10691,694,968,227,0,223,282,755,842,629,203,0,0,1,0,Soil_Type_31,-1
10692,466,14,227,251,283,253,787,826,574,151,0,0,1,0,Soil_Type_10,1
